LATITUDE,LONGITUDE,JD
5,-137,2460406.132824074
23,-141,2460406.1362962965
41,-146,2460406.1397685185
59,-154,2460406.1432407405
75,-176,2460406.146712963
79,86,2460406.150185185
63,52,2460406.1536574075
46,42,2460406.1571296295
28,37,2460406.160601852
10,33,2460406.164074074
-8,29,2460406.1675462965
-26,25,2460406.1710185185
-44,20,2460406.1744907405
-61,11,2460406.177962963
-77,-15,2460406.181435185
-78,-114,2460406.1849074075
-61,-141,2460406.1883796295
-44,-150,2460406.191851852
-26,-155,2460406.195324074
-8,-159,2460406.1987962965
10,-163,2460406.2022685185
28,-167,2460406.2057407405
46,-172,2460406.209212963
63,177,2460406.212685185
79,143,2460406.2161574075
76,46,2460406.2196296295
59,24,2460406.223101852
41,16,2460406.226574074
23,11,2460406.2300462965
5,7,2460406.2335185185
-12,3,2460406.2369907405
-31,0,2460406.240462963
-48,-6,2460406.243935185
-66,-16,2460406.2474074075
-80,-61,2460406.2508796295
-74,-151,2460406.254351852
-57,-169,2460406.257824074
-39,-176,2460406.2612962965
-21,178,2460406.2647685185
-3,174,2460406.2682407405
14,170,2460406.271712963
33,166,2460406.275185185
51,160,2460406.2786574075
68,148,2460406.2821296295
81,90,2460406.285601852
71,11,2460406.289074074
54,-3,2460406.2925462965
36,-9,2460406.2960185185
18,-14,2460406.2994907405
0,-18,2460406.302962963
-17,-22,2460406.306435185
-35,-26,2460406.3099074075
-53,-33,2460406.3133796295
-70,-47,2460406.316851852
-81,-119,2460406.320324074
-69,176,2460406.3237962965
-52,163,2460406.3272685185
-34,157,2460406.3307407405
-16,152,2460406.334212963
1,149,2460406.337685185
19,145,2460406.3411574075
37,140,2460406.3446296295
55,133,2460406.348101852
72,117,2460406.351574074
81,31,2460406.3550462965
67,-18,2460406.3585185185
56,-26,2460406.360648148
38,-33,2460406.3641203702
20,-38,2460406.3675925927
2,-42,2460406.3710648147
-15,-46,2460406.374537037
-33,-50,2460406.3780092592
-51,-56,2460406.3814814813
-68,-69,2460406.3849537037
-81,-128,2460406.3884259257
-71,154,2460406.391898148
-54,139,2460406.3953703702
-36,133,2460406.3988425927
-18,128,2460406.4023148147
0,124,2460406.405787037
17,120,2460406.4092592592
35,116,2460406.4127314813
53,109,2460406.4162037037
71,95,2460406.4196759257
81,21,2460406.423148148
69,-41,2460406.4266203702
51,-53,2460406.4300925927
33,-59,2460406.4335648147
15,-64,2460406.437037037
-2,-68,2460406.4405092592
-20,-72,2460406.4439814813
-38,-76,2460406.4474537037
-56,-83,2460406.4509259257
-73,-100,2460406.454398148
-81,172,2460406.4578703702
-67,124,2460406.4613425927
-49,113,2460406.4648148147
-31,107,2460406.468287037
-13,102,2460406.4717592592
4,99,2460406.4752314813
22,95,2460406.4787037037
40,90,2460406.4821759257
58,82,2460406.485648148
75,62,2460406.4891203702
80,-33,2460406.4925925927
64,-70,2460406.4960648147
47,-80,2460406.499537037
28,-85,2460406.5030092592
10,-89,2460406.5064814813
-7,-93,2460406.5099537037
-25,-97,2460406.5134259257
-43,-102,2460406.516898148
-61,-111,2460406.5203703702
-77,-136,2460406.5238425927
-78,124,2460406.5273148147
-62,95,2460406.530787037
-44,86,2460406.5342592592
-27,81,2460406.5377314813
-8,77,2460406.5412037037
9,73,2460406.5446759257
27,69,2460406.548148148
45,64,2460406.5516203702
63,54,2460406.5550925927
79,22,2460406.5585648147
76,-75,2460406.562037037
59,-98,2460406.5655092592
42,-106,2460406.5689814813
24,-111,2460406.5724537037
5,-115,2460406.5759259257
-12,-119,2460406.579398148
-30,-123,2460406.5828703702
-48,-129,2460406.5863425927
-65,-139,2460406.5898148147
-80,179,2460406.593287037
-74,86,2460406.5967592592
-57,67,2460406.6002314813
-40,60,2460406.6037037037
-22,55,2460406.6071759257
-4,51,2460406.610648148
14,47,2460406.6141203702
32,43,2460406.6175925927
50,37,2460406.6210648147
67,25,2460406.624537037
81,-27,2460406.6280092592
72,-110,2460406.6314814813
55,-126,2460406.6349537037
37,-132,2460406.6384259257
19,-137,2460406.641898148
1,-141,2460406.6453703702
-17,-145,2460406.6488425927
-35,-149,2460406.6523148147
-53,-155,2460406.655787037
-70,-169,2460406.6592592592
-82,122,2460406.6627314813
-70,54,2460406.6662037037
-53,40,2460406.6696759257
-35,34,2460406.673148148
-17,29,2460406.6766203702
0,25,2460406.6800925927
19,21,2460406.6835648147
37,17,2460406.687037037
55,10,2460406.6905092592
72,-5,2460406.6939814813
81,-86,2460406.6974537037
67,-141,2460406.7009259257
50,-152,2460406.704398148
32,-158,2460406.7078703702
14,-163,2460406.7113425927
-3,-167,2460406.7148148147
-21,-171,2460406.718287037
-40,-175,2460406.7217592592
-57,176,2460406.7252314813
-74,157,2460406.7287037037
-80,66,2460406.7321759257
-65,24,2460406.735648148
-48,13,2460406.7391203702
-30,8,2460406.7425925927
-12,4,2460406.7460648147
5,0,2460406.749537037
23,-3,2460406.7530092592
42,-8,2460406.7564814813
59,-16,2460406.7599537037
76,-39,2460406.7634259257
79,-137,2460406.766898148
63,-170,2460406.7703703702
45,-179,2460406.7738425927
27,175,2460406.7773148147
9,171,2460406.780787037
-8,167,2460406.7842592592
-26,163,2460406.7877314813
-44,157,2460406.7912037037
-62,149,2460406.7946759257
-78,120,2460406.798148148
-77,21,2460406.8016203702
-61,-4,2460406.8050925927
-43,-12,2460406.8085648147
-25,-17,2460406.812037037
-7,-21,2460406.8155092592
10,-25,2460406.8189814813
26,-29,2460406.8220833335
44,-34,2460406.8255555555
62,-43,2460406.829027778
78,-73,2460406.8325
77,-172,2460406.835972222
60,162,2460406.8394444445
42,154,2460406.8429166665
24,149,2460406.846388889
6,145,2460406.849861111
-11,141,2460406.8533333335
-29,137,2460406.8568055555
-47,132,2460406.860277778
-65,122,2460406.86375
-80,83,2460406.867222222
-75,-10,2460406.8706944445
-58,-30,2460406.8741666665
-40,-38,2460406.877638889
-22,-43,2460406.881111111
-4,-46,2460406.8845833335
13,-50,2460406.8880555555
31,-55,2460406.891527778
49,-60,2460406.895
67,-72,2460406.898472222
81,-122,2460406.9019444445
72,151,2460406.9054166665
55,135,2460406.908888889
37,128,2460406.912361111
19,124,2460406.9158333335
1,120,2460406.9193055555
-16,116,2460406.922777778
-34,111,2460406.92625
-52,105,2460406.929722222
-69,92,2460406.9331944445
-81,27,2460406.9366666665
-70,-43,2460406.940138889
-53,-57,2460406.943611111
-35,-64,2460406.9470833335
-17,-68,2460406.9505555555
0,-72,2460406.954027778
18,-76,2460406.9575
36,-81,2460406.960972222
54,-87,2460406.9644444445
71,-102,2460406.9679166665
81,177,2460406.971388889
68,120,2460406.974861111
50,108,2460406.9783333335
32,102,2460406.9818055555
14,98,2460406.985277778
-3,94,2460406.98875
-21,90,2460406.992222222
-39,85,2460406.9956944445
-57,78,2460406.9991666665
-74,60,2460407.002638889
-80,-29,2460407.006111111
-66,-73,2460407.0095833335
-48,-84,2460407.0130555555
-30,-90,2460407.016527778
-12,-94,2460407.02
5,-98,2460407.023472222
23,-102,2460407.0269444445
41,-107,2460407.0304166665
59,-115,2460407.033888889
76,-137,2460407.037361111
79,125,2460407.0408333335
63,91,2460407.0443055555
46,82,2460407.047777778
28,76,2460407.05125
9,72,2460407.054722222
-8,68,2460407.0581944445
-26,64,2460407.0616666665
-44,59,2460407.065138889
-61,50,2460407.068611111
-78,23,2460407.0720833335
-77,-75,2460407.0755555555
-61,-102,2460407.079027778
-44,-111,2460407.0825
-26,-116,2460407.085972222
-8,-120,2460407.0894444445
10,-124,2460407.0929166665
28,-128,2460407.096388889
46,-133,2460407.099861111
64,-143,2460407.1033333335
79,-178,2460407.1068055555
75,85,2460407.110277778
59,63,2460407.11375
41,55,2460407.117222222
23,50,2460407.1206944445
5,46,2460407.1241666665
-13,43,2460407.127638889
-31,38,2460407.131111111
-49,33,2460407.1345833335
-66,22,2460407.1380555555
-81,-23,2460407.141527778
-73,-112,2460407.145
-57,-130,2460407.148472222
-39,-137,2460407.1519444445
-21,-141,2460407.1554166665
-3,-145,2460407.158888889
15,-149,2460407.162361111
33,-154,2460407.1658333335
51,-160,2460407.1693055555
68,-172,2460407.172777778
81,128,2460407.17625
71,51,2460407.179722222
54,36,2460407.1831944445
36,29,2460407.1866666665
18,25,2460407.190138889
0,21,2460407.193611111
-18,17,2460407.1970833335
-36,12,2460407.2005555555
-53,6,2460407.204027778
-71,-7,2460407.2075
-81,-80,2460407.210972222
-69,-144,2460407.2144444445
-52,-157,2460407.2179166665
-34,-163,2460407.221388889
-16,-167,2460407.224861111
1,-171,2460407.2283333335
19,-175,2460407.2318055555
38,179,2460407.235277778
55,172,2460407.23875
73,156,2460407.242222222
81,69,2460407.2456944445
67,20,2460407.2491666665
49,9,2460407.252638889
31,3,2460407.256111111
13,0,2460407.2595833335
-4,-4,2460407.2630555555
-22,-8,2460407.266527778
-40,-13,2460407.27
-58,-20,2460407.273472222
-75,-41,2460407.2769444445
-80,-135,2460407.2804166665
-65,-173,2460407.283888889
-47,176,2460407.287361111
-29,170,2460407.2908333335
-11,166,2460407.2943055555
6,162,2460407.297777778
24,158,2460407.30125
42,153,2460407.304722222
60,145,2460407.3081944445
77,120,2460407.3116666665
78,21,2460407.315138889
62,-8,2460407.318611111
44,-17,2460407.322060185
26,-22,2460407.3255324075
8,-26,2460407.3290046295
-9,-30,2460407.332476852
-27,-34,2460407.335949074
-45,-39,2460407.3394212965
-63,-48,2460407.3428935185
-78,-79,2460407.3463657405
-76,-178,2460407.349837963
-60,157,2460407.353310185
-42,149,2460407.3567824075
-24,144,2460407.3602546295
-6,140,2460407.363726852
11,137,2460407.367199074
29,132,2460407.3706712965
47,127,2460407.3741435185
65,117,2460407.3776157405
80,77,2460407.381087963
74,-16,2460407.384560185
57,-35,2460407.3880324075
40,-43,2460407.3915046295
21,-48,2460407.394976852
3,-52,2460407.398449074
-14,-55,2460407.4019212965
-32,-60,2460407.4053935185
-50,-66,2460407.4088657405
-67,-77,2460407.412337963
-81,-129,2460407.415810185
-72,146,2460407.4192824075
-55,130,2460407.4227546295
-37,123,2460407.426226852
-19,119,2460407.429699074
-1,115,2460407.4331712965
16,111,2460407.4366435185
34,106,2460407.4401157405
52,100,2460407.443587963
69,87,2460407.447060185
82,21,2460407.4505324075
70,-49,2460407.4540046295
53,-63,2460407.457476852
35,-69,2460407.460949074
17,-73,2460407.4644212965
-1,-77,2460407.4678935185
-19,-81,2460407.4713657405
-37,-86,2460407.474837963
-55,-92,2460407.478310185
-72,-108,2460407.4817824075
-81,171,2460407.4852546295
-68,115,2460407.488726852
-51,103,2460407.492199074
-33,97,2460407.4956712965
-15,93,2460407.4991435185
3,89,2460407.5026157405
21,85,2460407.506087963
39,80,2460407.509560185
57,73,2460407.5130324075
74,55,2460407.5165046295
80,-36,2460407.519976852
65,-79,2460407.523449074
48,-89,2460407.5269212965
30,-95,2460407.5303935185
12,-99,2460407.5338657405
-6,-103,2460407.537337963
-24,-107,2460407.540810185
-42,-112,2460407.5442824075
-59,-120,2460407.5477546295
-76,-142,2460407.551226852
-79,119,2460407.554699074
-63,86,2460407.5581712965
-46,77,2460407.5616435185
-28,71,2460407.5651157405
-10,67,2460407.568587963
7,63,2460407.572060185
26,59,2460407.5755324075
44,54,2460407.5790046295
61,45,2460407.582476852
78,17,2460407.585949074
77,-81,2460407.5894212965
61,-107,2460407.5928935185
43,-116,2460407.5963657405
25,-121,2460407.599837963
7,-125,2460407.603310185
-10,-129,2460407.6067824075
-29,-133,2460407.6102546295
-46,-138,2460407.613726852
-64,-148,2460407.617199074
-79,175,2460407.6206712965
-75,79,2460407.6241435185
-59,58,2460407.6276157405
-41,50,2460407.631087963
-23,45,2460407.634560185
-5,41,2460407.6380324075
12,38,2460407.6415046295
31,33,2460407.644976852
49,28,2460407.648449074
66,17,2460407.6519212965
81,-29,2460407.6553935185
73,-117,2460407.6588657405
56,-135,2460407.662337963
38,-142,2460407.665810185
20,-147,2460407.6692824075
2,-151,2460407.6727546295
-15,-154,2460407.676226852
-33,-159,2460407.679699074
-51,-165,2460407.6831712965
-69,-177,2460407.6866435185
-81,122,2460407.6901157405
-71,46,2460407.693587963
-54,31,2460407.697060185
-36,24,2460407.7005324075
-18,20,2460407.7040046295
0,16,2460407.707476852
17,12,2460407.710949074
35,7,2460407.7144212965
39,6,2460407.715185185
57,0,2460407.7186574074
74,-19,2460407.7221296295
80,-113,2460407.725601852
65,-153,2460407.729074074
47,-163,2460407.7325462964
29,-169,2460407.7360185185
11,-173,2460407.739490741
-6,-177,2460407.742962963
-24,178,2460407.746435185
-42,173,2460407.7499074074
-60,165,2460407.7533796295
-76,141,2460407.756851852
-79,43,2460407.760324074
-63,12,2460407.7637962964
-45,2,2460407.7672685185
-27,-2,2460407.770740741
-9,-6,2460407.774212963
8,-10,2460407.777685185
26,-14,2460407.7811574074
44,-19,2460407.7846296295
62,-28,2460407.788101852
78,-58,2460407.791574074
77,-157,2460407.7950462964
60,177,2460407.7985185185
42,169,2460407.801990741
24,164,2460407.805462963
6,160,2460407.808935185
-11,156,2460407.8124074074
-29,152,2460407.8158796295
-47,147,2460407.819351852
-64,137,2460407.822824074
-80,99,2460407.8262962964
-75,4,2460407.8297685185
-58,-15,2460407.833240741
-40,-23,2460407.836712963
-22,-28,2460407.840185185
-4,-32,2460407.8436574074
13,-36,2460407.8471296295
31,-40,2460407.850601852
49,-46,2460407.854074074
67,-57,2460407.8575462964
81,-106,2460407.8610185185
73,167,2460407.864490741
55,150,2460407.867962963
38,143,2460407.871435185
19,138,2460407.8749074074
1,134,2460407.8783796295
-16,131,2460407.881851852
-34,126,2460407.885324074
-52,120,2460407.8887962964
-69,107,2460407.8922685185
-81,44,2460407.895740741
-71,-28,2460407.899212963
-53,-43,2460407.902685185
-36,-49,2460407.9061574074
-18,-54,2460407.9096296295
0,-57,2460407.913101852
18,-61,2460407.916574074
36,-66,2460407.9200462964
54,-72,2460407.9235185185
71,-87,2460407.926990741
81,-165,2460407.930462963
68,135,2460407.933935185
51,123,2460407.9374074074
33,117,2460407.9408796295
15,113,2460407.944351852
-3,109,2460407.947824074
-21,105,2460407.9512962964
-39,100,2460407.9547685185
-56,93,2460407.958240741
-73,75,2460407.961712963
-81,-13,2460407.965185185
-66,-58,2460407.9686574074
-49,-69,2460407.9721296295
-31,-75,2460407.975601852
-13,-79,2460407.979074074
5,-83,2460407.9825462964
23,-87,2460407.9860185185
41,-92,2460407.989490741
59,-100,2460407.992962963
75,-121,2460407.996435185
79,141,2460407.9999074074
64,106,2460408.0033796295
46,96,2460408.006851852
28,91,2460408.010324074
10,87,2460408.0137962964
-7,83,2460408.0172685185
-26,79,2460408.020740741
-44,74,2460408.024212963
-61,65,2460408.027685185
-77,38,2460408.0311574074
-78,-59,2460408.0346296295
-61,-87,2460408.038101852
-44,-96,2460408.041574074
-26,-101,2460408.0450462964
-8,-105,2460408.0485185185
9,-109,2460408.051990741
28,-113,2460408.055462963
46,-118,2460408.058935185
63,-128,2460408.0624074074
79,-162,2460408.0658796295
76,100,2460408.069351852
59,78,2460408.072824074
41,70,2460408.0762962964
23,65,2460408.0797685185
5,61,2460408.083240741
-12,57,2460408.086712963
-30,53,2460408.090185185
-48,47,2460408.0936574074
-66,37,2460408.0971296295
-80,-6,2460408.100601852
-74,-97,2460408.104074074
-57,-115,2460408.1075462964
-39,-122,2460408.1110185185
-21,-127,2460408.114490741
-3,-131,2460408.117962963
14,-135,2460408.121435185
32,-139,2460408.1249074074
50,-145,2460408.1283796295
68,-157,2460408.131851852
81,145,2460408.135324074
71,66,2460408.1387962964
54,51,2460408.1422685185
36,44,2460408.145740741
18,39,2460408.149212963
0,35,2460408.152685185
-17,32,2460408.1561574074
-35,27,2460408.1596296295
-53,21,2460408.163101852
-70,7,2460408.166574074
-81,-64,2460408.1700462964
-69,-129,2460408.1735185185
-52,-142,2460408.176990741
-34,-148,2460408.180462963
-16,-152,2460408.183935185
1,-156,2460408.1874074074
19,-160,2460408.1908796295
37,-165,2460408.194351852
55,-172,2460408.197824074
72,171,2460408.2012962964
81,86,2460408.2047685185
67,35,2460408.208240741
49,24,2460408.211712963
31,18,2460408.215185185
13,14,2460408.2186574074
-4,10,2460408.2221296295
-22,6,2460408.225601852
-40,1,2460408.229074074
-58,-6,2460408.2325462964
-75,-25,2460408.2360185185
-80,-119,2460408.239490741
-65,-158,2460408.242962963
-47,-168,2460408.246435185
-29,-174,2460408.2499074074
-11,-178,2460408.2533796295
6,177,2460408.256851852
24,173,2460408.260324074
42,168,2460408.2637962964
60,160,2460408.2672685185
77,135,2460408.270740741
78,37,2460408.274212963
62,6,2460408.277685185
45,-2,2460408.2811574074
26,-7,2460408.2846296295
8,-11,2460408.288101852
-9,-15,2460408.291574074
-27,-19,2460408.2950462964
-45,-24,2460408.2985185185
-63,-33,2460408.301990741
-78,-64,2460408.305462963
-77,-162,2460408.308935185
-60,172,2460408.3124074074
-42,164,2460408.3158796295
-24,159,2460408.319351852
-6,155,2460408.322824074
11,151,2460408.3262962964
29,147,2460408.3297685185
47,142,2460408.333240741
65,131,2460408.336712963
80,92,2460408.340185185
74,-1,2460408.3436574074
58,-21,2460408.3471296295
51,-24,2460408.3483796297
33,-30,2460408.3518518517
15,-34,2460408.355324074
-2,-38,2460408.358796296
-20,-42,2460408.3622685187
-38,-47,2460408.3657407407
-56,-54,2460408.369212963
-73,-71,2460408.372685185
-81,-158,2460408.376157407
-66,153,2460408.3796296297
-49,142,2460408.3831018517
-31,136,2460408.386574074
-13,132,2460408.390046296
4,128,2460408.3935185187
22,124,2460408.3969907407
40,119,2460408.400462963
58,112,2460408.403935185
75,91,2460408.407407407
79,-4,2460408.4108796297
64,-41,2460408.4143518517
46,-50,2460408.417824074
28,-56,2460408.421296296
10,-60,2460408.4247685187
-7,-64,2460408.4282407407
-25,-68,2460408.431712963
-43,-73,2460408.435185185
-61,-81,2460408.438657407
-77,-107,2460408.4421296297
-78,153,2460408.4456018517
-62,124,2460408.449074074
-44,115,2460408.452546296
-26,110,2460408.4560185187
-8,106,2460408.4594907407
9,102,2460408.462962963
27,98,2460408.466435185
45,93,2460408.469907407
63,84,2460408.4733796297
79,51,2460408.4768518517
76,-46,2460408.480324074
59,-69,2460408.483796296
41,-77,2460408.4872685187
23,-82,2460408.4907407407
5,-86,2460408.494212963
-12,-90,2460408.497685185
-30,-94,2460408.501157407
-48,-99,2460408.5046296297
-65,-110,2460408.5081018517
-80,-152,2460408.511574074
-74,115,2460408.515046296
-57,96,2460408.5185185187
-39,89,2460408.5219907407
-21,84,2460408.525462963
-3,80,2460408.528935185
14,77,2460408.532407407
32,72,2460408.5358796297
50,66,2460408.5393518517
68,55,2460408.542824074
81,0,2460408.546296296
72,-81,2460408.5497685187
55,-96,2460408.5532407407
37,-103,2460408.556712963
19,-108,2460408.560185185
0,-111,2460408.563657407
-17,-115,2460408.5671296297
-35,-120,2460408.5706018517
-53,-126,2460408.574074074
-70,-140,2460408.577546296
-82,150,2460408.5810185187
-70,83,2460408.5844907407
-52,69,2460408.587962963
-35,63,2460408.591435185
-17,59,2460408.594907407
1,55,2460408.5983796297
19,51,2460408.6018518517
37,46,2460408.605324074
55,39,2460408.608796296
72,24,2460408.6122685187
81,-58,2460408.6157407407
67,-112,2460408.619212963
